t_values,blh_ref
1533202620.0,478.51414515331044
1533202920.0,500.7074231726189
1533203220.0,525.6664709223592
1533203519.9999998,553.5375509602795
1533203820.0000002,584.1009185418912
1533204120.0,612.0027642941129
1533204420.0,630.133194218516
1533204719.9999998,652.4687300800418
1533205020.0,704.1477124437463
1533205320.0,769.6836533011324
1533205620.0,810.7459679652271
1533205920.0,840.9988022851273
1533206219.9999998,880.0221922930991
1533206520.0000002,937.7484071647237
1533206820.0,1019.2127461113313
1533207120.0,1108.7489327084534
1533207419.9999998,1181.5276399797065
1533207720.0,1237.301251418931
1533208020.0,1287.3374067040847
1533208320.0,1337.7216876769137
1533208620.0,1389.7871413617008
1533208919.9999998,1444.6955807907887
1533209220.0000002,1503.6088192255363
1533209520.0,1567.6886694619795
1533209820.0,1638.0935534223004
1533210119.9999998,1714.141948639816
1533210420.0,1790.2753874990426
1533210720.0,1860.13649906793
1533211020.0,1917.3679126596817
1533211320.0,1955.7077241741317
1533211619.9999998,1974.355562122626
1533211920.0000002,1980.8266670188302
1533212220.0,1983.3343787276372
1533212520.0,1990.092037164397
1533212819.9999998,2009.2190315386683
1533213120.0,2033.4745249263392
1533213420.0,2039.8080419243404
1533213720.0,2032.8188975482897
1533214020.0,2020.6274706827237
1533214319.9999998,2011.3521998656113
1533214620.0000002,2010.63599818595
1533214920.0,2016.7972150991593
1533215220.0,2026.805978774818
1533215519.9999998,2037.6324173682206
1533215820.0,2046.2466590697356
1533216120.0,2049.618832020971
1533216420.0,2044.7194574399768
1533216720.0,2030.4546008106067
1533217019.9999998,2012.1549497451238
1533217320.0000002,1996.482458325097
1533217620.0,1990.099080756967
1533217920.0,1999.585405716765
1533218219.9999998,2022.8443526878727
1533218520.0,2041.5196070173606
1533218820.0,2035.4698746720471
1533219120.0,1997.5604623681254
1533219420.0,1963.686767268331
1533219719.9999998,1978.492082754998
1533220020.0000002,2050.236019412325
1533220320.0,2102.6585092786904
1533220620.0,2090.356917109253
1533220919.9999998,2048.1645398808305
1533221220.0,2019.7003185069436
1533221520.0,2033.3621575970044
1533221820.0,2067.3579654312666
1533222120.0,2089.5654362703694
1533222419.9999998,2070.213647093154
1533222720.0000002,2023.6671379179866
1533223020.0,2003.0359047857578
1533223320.0,2027.0024166380178
1533223619.9999998,2054.4638629949272
1533223920.0,2040.408812942494
1533224220.0,1999.2671957977223
1533224520.0,2013.094358295958
1533224820.0,2067.2435467763867
1533225119.9999998,2069.432682017735
1533225420.0000002,2038.8650161337823
1533225720.0,2032.2697164664487
1533226020.0,2068.762613457128
1533226319.9999998,2111.16568421302
1533226620.0,2117.689695984942
1533226920.0,2061.7051335999427
1533227220.0,2019.3301449960131
1533227520.0,2077.476488827415
1533227819.9999998,2155.543165549015
1533228120.0000002,2174.423537282168
1533228420.0,2149.5352570308223
1533228720.0,2105.211242951893
1533229019.9999998,2065.7673501504123
1533229320.0,2047.6624237005158
1533229620.0,2047.0563990744909
1533229920.0,2056.87489870136
1533230220.0,2070.043545033362
1533230519.9999998,2079.487960518581
1533230820.0000002,2078.1345253120157
1533231120.0,2061.710579799477
1533231420.0,2035.0581770756883
1533231719.9999998,2005.0419592003448
1533232020.0,1982.3053586147332
1533232320.0,1981.050257418575
1533232620.0,2002.791085510461
1533232920.0,2025.4181120439682
1533233219.9999998,2027.1975082903637
1533233520.0000002,2015.4480028794128
1533233820.0,2013.4934175490928
1533234120.0,2027.0549717024803
1533234419.9999998,2042.6265388374763
1533234720.0,2045.7453142494653
1533235020.0,2027.7374982625654
1533235320.0,2006.7618719923591
1533235620.0,2008.1373177658375
1533235919.9999998,2032.2620538155138
1533236220.0000002,2046.4105977211123
1533236520.0,2024.5861396431983
1533236820.0,2000.8945439631132
1533237119.9999998,2008.6081444079914
1533237420.0,2028.930854777745
1533237720.0,2036.9870191071614
1533238020.0,2022.7081736591945
1533238320.0,1997.8469156330784
1533238619.9999998,1975.897713844089
1533238920.0000002,1966.4914958952124
1533239220.0,1969.4042648508207
1533239520.0,1980.8848343454727
1533239819.9999998,1986.8967491191354
1533240120.0,1975.0740663019417
1533240420.0,1953.462730982685
1533240720.0,1935.310422226825
1533241020.0,1929.090622994619
1533241319.9999998,1929.6474350363396
1533241620.0000002,1929.4086186129402
1533241920.0,1920.8019339886418
1533242220.0,1900.1375867708439
1533242519.9999998,1881.333330635341
1533242820.0,1872.6649903613838
1533243120.0,1866.6622181327289
1533243420.0,1854.7100192570242
1533243720.0,1831.007895570288
1533244019.9999998,1792.8212285791185
1533244320.0000002,1773.1926079963935
1533244620.0,1783.7026217397588
1533244920.0,1755.8333317976203
1533245219.9999998,1711.897375260379
1533245520.0,1731.0398044878357
1533245820.0,1686.307251908397
1533246120.0,1282.5706623768901
1533246420.0,699.4979829475194
1533246719.9999998,292.50716541968734
1533247020.0000002,304.18625954198467
1533247320.0,324.9862595419847
1533247620.0,345.68625954198467
1533247919.9999998,364.40443305222203
1533248220.0,368.5293893129771
1533248520.0,377.82938931297707
1533248820.0,382.32938931297707
1533249120.0,403.82480916030534
1533249419.9999998,405.32480916030534
1533249720.0000002,390.09987616740267
1533250020.0,400.3411293459568
1533250320.0,409.53535332536575
1533250619.9999998,416.0588735996731
1533250920.0,420.25976587886936
1533251220.0,422.50112374892035
1533251520.0,423.14604081264514
1533251820.0,422.5576106686499
1533252119.9999998,421.09892691694927
1533252420.0000002,419.13308315025506
1533252720.0,417.0231729764025
1533253020.0,415.1322899875861
1533253319.9999998,413.82352778479174
1533253620.0,413.4599799644878
1533253920.0,414.40474012741777
1533254220.0,417.020901871475
